id;y_predito;y_probabilidade
71308;1;0.67
68378;1;0.86
124074;1;0.84
236602;1;0.81
22412;1;0.77
127885;1;0.74
270299;1;0.69
107077;1;0.89
213645;1;0.84
94072;1;0.79
270061;1;0.87
146386;1;0.78
27073;1;0.84
229482;1;0.76
105060;1;0.84
50241;1;0.72
126786;1;0.86
106153;1;0.87
106179;1;0.91
238889;1;0.81
269063;1;0.61
85929;1;0.84
29062;1;0.57
141916;1;0.87
149233;1;0.55
201899;1;0.64
250452;1;0.61
187466;1;0.59
35881;0;0.42
150416;1;0.72
101317;0;0.44
2017;1;0.69
239746;1;0.8
97138;1;0.88
46975;1;0.84
46269;1;0.95
39573;1;0.8
245667;1;0.61
272099;0;0.4
101995;1;0.81
203290;1;0.52
81752;1;0.82
263313;1;0.56
7717;1;0.59
258460;1;0.87
97350;1;0.58
84162;1;0.82
102814;1;0.53
162842;1;0.73
206778;1;0.89
4313;1;0.52
218659;1;0.81
156228;1;0.68
275957;1;0.82
172075;1;0.99
263191;1;0.82
200308;1;0.74
20554;1;0.63
9568;1;0.86
140119;0;0.33
70850;1;0.59
14651;1;0.95
2888;1;0.67
92766;1;0.8
20505;1;0.74
80582;1;0.68
288956;1;0.63
19456;1;0.95
218523;1;0.85
248825;0;0.49
11462;0;0.47
86244;1;0.85
96820;1;0.66
112121;1;0.83
101151;1;0.6
201845;1;0.85
253322;1;0.57
142085;1;0.76
288755;1;0.64
192337;1;0.65
250698;1;0.88
177208;1;0.83
132965;1;0.88
205975;1;0.64
196060;1;0.87
60297;1;0.57
222697;1;0.85
162612;1;0.85
27440;1;0.92
40689;1;0.96
227816;1;0.8
126399;1;0.77
95578;1;0.93
132767;1;0.69
285118;1;0.7
99890;1;0.83
65045;1;0.69
271273;1;0.95
83615;1;0.87
13302;1;0.67
132308;1;0.82
136890;1;0.79
93393;1;0.85
286056;1;0.77
264593;1;0.94
208454;1;0.64
42746;1;0.8
156341;1;0.92
157431;1;0.86
105639;1;0.52
116316;1;0.65
280006;1;0.89
2801;1;0.66
96961;1;0.97
160308;1;0.88
214114;1;0.81
173558;1;0.52
56581;1;0.59
170523;1;0.79
196985;1;0.95
281853;1;0.66
181121;1;0.54
274360;1;0.8
89273;1;0.76
162783;1;0.68
15406;1;0.82
9182;1;0.75
283328;1;0.7
60888;1;0.94
231466;1;0.61
10406;1;0.85
58444;1;0.83
256355;1;0.74
144074;1;0.65
179148;1;0.9
244314;1;0.69
230140;1;0.86
3101;1;0.89
143622;1;0.8
91218;1;0.92
274546;1;0.74
217548;1;0.82
267600;1;0.87
13620;1;0.72
263524;1;0.64
198016;1;0.72
53364;1;0.89
172012;1;0.66
159855;1;0.8
39703;1;0.65
67744;1;0.67
8071;1;0.88
106379;1;0.74
33990;1;0.65
6809;1;0.86
86335;1;0.87
49222;1;0.81
192922;1;0.58
258020;1;0.91
69845;1;0.83
226005;1;0.95
222529;1;0.88
286509;1;0.58
254070;1;0.89
110269;1;0.85
163511;1;0.78
186617;1;0.69
121190;1;0.71
208962;1;0.92
205606;1;0.82
228402;1;0.89
238029;0;0.41
22309;1;0.71
120706;1;0.62
256791;1;0.6
38183;1;0.78
207282;0;0.43
129187;1;0.91
206676;1;0.74
238538;1;0.63
45591;1;0.8
326;1;0.78
51026;1;0.67
142975;1;0.79
272816;1;0.77
221095;1;0.93
24261;1;0.79
61198;1;0.73
11151;1;0.85
216124;1;0.83
120470;1;0.92
106694;1;0.74
110934;1;0.79
139892;1;0.81
111892;1;0.62
248601;1;0.69
110907;1;0.84
21806;1;0.77
195456;1;0.6
24761;1;0.89
78151;1;0.67
278442;1;0.83
130829;1;0.68
52581;1;0.86
38413;1;0.84
252504;1;0.64
226601;1;0.94
271313;1;0.81
193216;1;0.79
283190;1;0.84
180743;1;0.75
228449;1;0.56
22963;1;0.9
260328;1;0.55
109237;1;0.81
128941;1;0.52
205874;1;0.81
144986;0;0.44
234384;1;0.72
61923;1;0.62
129776;1;0.82
118435;1;0.65
205416;1;0.78
178326;0;0.5
103999;1;0.54
86632;1;0.78
126669;1;0.92
140959;1;0.81
168168;1;0.51
230328;0;0.48
24197;1;0.82
67937;1;0.56
26155;1;0.9
51245;1;0.93
112804;1;0.73
222343;1;0.66
177678;1;0.84
203733;1;0.64
5029;1;0.81
23763;1;0.77
179313;1;0.75
187148;1;0.76
7365;1;0.83
52129;1;0.88
202159;0;0.46
30052;1;0.55
66446;1;0.71
117784;1;0.81
11910;1;0.87
51053;1;0.62
203904;1;0.64
284691;1;0.91
159896;1;0.85
277749;1;0.95
147702;1;0.83
162052;1;0.76
7686;1;0.87
54922;1;0.89
15225;1;0.86
210472;1;0.75
196902;1;0.69
22014;1;0.62
171202;1;0.78
215580;1;0.73
35128;1;0.8
170774;1;0.74
21225;1;0.73
107636;1;0.85
138250;1;0.9
29329;1;0.91
86586;1;0.59
47176;1;0.8
74745;1;0.74
67988;1;0.86
71907;1;0.71
149620;1;0.82
178244;1;0.6
283601;1;0.67
69542;1;0.81
42789;1;0.86
184159;1;0.7
250111;1;1.0
138534;1;0.86
47752;1;0.89
63672;1;0.62
231479;1;0.87
167611;1;0.85
180991;0;0.43
151123;1;0.88
87444;1;0.84
30329;1;0.8
239017;1;0.61
96722;1;0.8
97538;1;0.78
208718;1;0.94
156501;1;0.54
208012;1;0.93
19668;1;0.72
196358;1;0.64
42110;1;0.87
42871;1;0.84
166478;1;0.93
50694;1;0.92
84581;1;0.77
128601;1;0.8
261269;1;0.84
126743;1;0.82
199897;1;0.82
208005;1;0.85
237161;1;0.67
258985;1;0.52
13539;0;0.48
165982;1;0.92
163215;1;0.79
81769;1;0.9
133518;1;0.91
235530;1;0.77
128782;0;0.48
76653;1;0.74
273006;1;0.81
129951;1;0.9
283459;1;0.87
174528;1;0.79
54566;1;0.66
26078;1;0.87
111109;1;0.79
3113;1;0.95
262518;1;0.87
185749;1;0.75
149883;1;0.72
216025;0;0.47
269046;1;0.53
253235;1;0.88
37939;1;0.93
31685;1;0.93
85419;1;0.89
177972;1;0.9
195103;1;0.72
1082;1;0.7
45971;1;0.91
157273;1;0.83
101103;1;0.63
45035;1;0.93
204576;0;0.42
8769;1;0.9
225886;1;0.82
136828;1;0.82
273398;1;0.52
273994;1;0.95
234492;1;0.84
126769;1;0.62
254754;1;0.55
184868;1;0.79
264362;1;0.87
244862;1;0.9
28028;1;0.87
53792;1;0.92
87240;1;0.93
198992;1;0.65
29112;1;0.92
32215;1;0.88
158232;1;0.63
35773;1;0.73
10514;1;0.82
256573;1;0.9
67227;1;0.81
139488;1;0.93
24741;1;0.73
179765;1;0.85
251061;1;0.6
274123;1;0.85
260491;1;0.77
249105;1;0.92
165474;1;0.88
74499;1;0.93
140141;1;0.91
191881;1;0.93
123547;1;0.87
20257;1;0.55
287252;1;0.9
222718;1;0.62
276735;1;0.73
177491;1;0.78
45299;0;0.14
10153;1;0.53
223463;1;0.81
52064;1;0.84
64060;1;0.74
270443;0;0.35
65548;1;0.92
150818;1;0.87
40812;1;0.85
163032;1;0.89
42752;1;0.91
287620;1;0.84
33097;0;0.42
258471;1;0.85
158837;1;0.89
281942;1;0.84
55858;1;0.91
265008;1;0.89
115104;1;0.85
225211;1;0.87
262042;1;0.87
157398;1;0.92
226488;1;0.93
68605;1;0.84
82784;1;0.71
150543;1;0.91
165919;1;0.83
218172;1;0.7
218385;1;0.83
91390;1;0.81
211901;1;0.64
26248;1;0.64
136676;1;0.83
175587;1;0.93
128744;1;0.92
222309;1;0.82
106812;1;0.66
281961;1;0.55
198678;1;0.53
174959;1;0.66
155009;1;0.64
64798;1;0.7
152164;1;0.89
265781;1;0.91
85084;1;0.64
103968;1;0.91
149574;1;0.8
225405;1;0.72
101258;0;0.48
129414;1;0.67
252519;1;0.94
270662;0;0.48
282021;1;0.63
193096;1;0.57
47487;1;0.96
40448;1;0.71
238773;1;0.74
18436;1;0.75
118101;1;0.77
269497;1;0.78
135329;1;0.85
280581;1;0.85
277612;1;0.51
136657;1;0.59
207489;1;0.86
102613;1;0.66
6091;1;0.54
185706;1;0.59
150516;1;0.64
84426;1;0.87
162298;1;0.64
244787;1;0.6
186874;1;0.94
14629;1;0.85
208437;1;0.59
122451;1;0.83
232685;1;0.78
106831;1;0.6
153946;0;0.48
266036;1;0.77
262447;1;0.58
65646;1;0.69
114282;0;0.49
150892;1;0.72
125473;1;0.91
252269;1;0.8
55251;1;0.9
209032;1;0.79
135751;1;0.87
19580;1;0.78
221782;1;0.66
114528;1;0.63
77297;1;0.9
34651;1;0.64
158533;1;0.82
121070;0;0.48
19908;1;0.68
241242;1;0.86
52743;1;0.9
161818;1;0.76
246954;1;0.67
115587;1;0.67
274708;1;0.88
97614;1;0.75
210624;1;0.6
78643;1;0.6
206675;1;0.84
116902;1;0.79
148286;1;0.65
20753;1;0.84
156339;1;0.93
175957;1;0.94
88896;1;0.82
58884;1;0.7
53814;1;0.79
90213;1;0.86
24335;1;0.91
245798;1;0.69
203851;1;0.88
112580;1;0.69
41515;1;0.82
246951;1;0.91
16886;1;0.86
48156;1;0.87
165735;1;0.67
148502;1;0.81
6610;1;0.86
217657;1;0.75
254045;1;0.87
92924;1;0.7
265719;1;0.63
20619;1;0.89
270532;0;0.45
16978;1;0.79
206601;1;0.78
156512;1;0.81
86078;1;0.88
179486;1;0.61
89888;1;0.83
234398;1;0.68
204788;1;0.84
142794;1;0.9
262546;1;0.76
131335;1;0.76
77825;1;0.81
236632;1;0.78
218607;1;0.78
76993;1;0.82
270027;1;0.85
98814;1;0.81
21734;1;0.72
46319;1;0.58
223562;1;0.87
206618;1;0.86
2950;1;0.53
231591;1;0.88
277744;1;0.89
282853;1;0.8
173207;1;0.9
219528;1;0.81
100822;1;0.59
265261;1;0.95
22350;1;0.84
64711;1;0.86
180692;1;0.87
195951;1;0.64
129420;1;0.79
137126;1;0.65
213685;1;0.69
205571;1;0.71
57478;1;0.6
145062;1;0.84
217012;1;0.88
3160;0;0.42
141072;1;0.68
202950;1;0.57
243735;1;0.79
21204;1;0.88
266784;1;0.74
113180;1;0.55
77334;1;0.85
238411;1;0.77
260644;1;0.88
41361;1;0.79
129623;1;0.85
226502;1;0.88
35403;1;0.75
213769;0;0.44
181778;1;0.85
235344;1;0.75
172738;1;0.92
186356;1;0.85
166674;1;0.86
236456;1;0.83
221255;1;0.85
270130;1;0.79
109958;1;0.86
115625;1;0.75
99340;1;0.85
193911;1;0.74
272573;0;0.48
268339;1;0.79
110366;1;0.71
238026;1;0.86
33678;1;0.88
40463;1;0.89
244834;1;0.82
94298;1;0.78
73638;1;0.89
135237;1;0.85
140977;1;0.83
257133;1;0.84
62292;1;0.89
210801;1;0.57
91945;1;0.77
1586;1;0.69
244479;1;0.55
285105;1;0.62
261378;1;0.86
85788;1;0.85
30451;1;0.53
223159;1;0.68
120989;1;0.89
33550;1;0.84
18632;1;0.93
83485;1;0.69
90951;1;0.53
32155;1;0.94
31108;1;0.77
237201;1;0.71
233317;1;0.57
27264;1;0.77
22160;1;0.63
86327;1;0.8
269690;1;0.93
152824;1;0.84
26919;1;0.74
247426;1;0.71
216050;0;0.4
273241;1;0.76
92231;1;0.77
54163;1;0.73
204202;1;0.92
164797;1;0.87
232697;1;0.86
1390;1;0.84
225257;1;0.72
171976;1;0.79
257887;1;0.66
239658;1;0.76
79208;1;0.9
245796;1;0.7
250878;1;0.65
71684;1;0.88
167798;1;0.88
111963;1;0.81
162002;0;0.42
179353;1;0.54
185008;1;0.77
256538;1;0.65
134964;1;0.87
149730;1;0.66
16541;1;0.75
127386;1;0.51
137649;1;0.87
215893;1;0.9
143838;1;0.54
79630;1;0.85
226822;1;0.81
40977;1;0.65
256132;1;0.83
24838;1;0.6
197499;1;0.53
280307;1;0.9
133544;1;0.57
181834;1;0.87
176987;1;0.74
81984;1;0.68
271768;1;0.94
9585;1;0.83
240798;1;0.79
131259;1;0.86
270379;1;0.81
33369;1;0.59
127497;1;0.7
53687;1;0.62
173779;1;0.86
117838;1;0.93
256990;1;0.69
158693;1;0.81
107479;1;0.9
117029;1;0.74
232859;1;0.75
179245;1;0.89
170365;1;0.76
197130;0;0.48
271412;1;0.83
84022;1;0.76
124369;1;0.73
223548;1;0.73
29091;1;0.74
242278;1;0.83
130252;1;0.85
183371;1;0.86
192748;1;0.61
35866;1;0.66
225952;1;0.75
111894;1;0.71
60640;1;0.95
191799;1;0.81
263634;1;0.67
209402;1;0.87
62091;1;0.62
143822;1;0.76
245814;1;0.7
258357;1;0.77
146538;1;0.88
277254;1;0.71
241151;1;0.89
257079;1;0.81
276291;1;0.77
168333;1;0.9
28603;1;0.65
70347;1;0.89
14898;1;0.71
16907;1;0.89
193834;1;0.83
211867;1;0.87
63789;1;0.55
82420;1;0.57
193145;1;0.92
110895;1;0.85
245935;1;0.58
57976;1;0.65
198438;1;0.91
287920;1;0.96
32670;1;0.85
29078;1;0.9
134122;1;0.78
208586;1;0.73
118692;1;0.94
196387;1;0.84
55721;1;0.79
75279;1;0.87
5552;1;0.73
200423;1;0.59
180411;1;0.65
136454;0;0.5
285052;1;0.95
80030;1;0.9
165247;1;0.83
179136;1;0.81
202747;1;0.57
163108;1;0.69
237168;1;0.66
135720;1;0.86
117665;1;0.81
28945;1;0.93
228030;1;0.79
20977;1;0.78
27313;1;0.84
108287;1;0.82
120109;1;0.9
215660;1;0.89
199576;1;0.62
68909;1;0.78
153483;1;0.7
134627;1;0.77
182235;1;0.61
91144;1;0.82
242105;1;0.68
188661;1;0.61
209640;1;0.96
139133;1;0.74
144171;1;0.79
24131;1;0.85
32728;1;0.85
104076;1;0.79
191239;1;0.53
267941;1;0.65
210891;1;0.89
65373;1;0.82
156734;1;0.87
209981;1;0.79
90819;1;0.67
110439;1;0.66
97245;1;0.93
11046;1;0.82
260858;1;0.79
166940;1;0.87
124645;1;0.83
164342;1;0.76
24093;1;0.54
276192;1;0.87
226161;1;0.82
220217;1;0.7
279813;1;0.91
200697;1;0.62
165579;1;0.56
27522;1;0.56
119373;1;0.78
282581;1;0.91
135576;1;0.69
48990;1;0.67
150595;1;0.85
224966;1;0.67
198596;1;0.77
221336;1;0.84
73876;1;0.96
121572;1;0.93
277107;1;0.75
268048;1;0.89
266151;1;0.82
179088;1;0.85
35885;1;0.85
246311;1;0.75
149916;1;0.82
40335;1;0.77
32013;1;0.72
143520;1;0.94
239466;1;0.8
30735;1;0.57
169789;1;0.66
136234;1;0.6
22064;1;0.92
253168;1;0.62
74123;1;0.83
229262;1;0.93
25800;1;0.51
195232;1;0.93
237457;1;0.56
218937;0;0.42
224783;1;0.62
71502;1;0.84
192405;1;0.77
123171;1;0.95
207309;1;0.87
195639;1;0.88
220002;0;0.45
151493;1;0.78
249629;1;0.64
115257;1;0.9
164563;1;0.83
248285;1;0.53
70674;1;0.66
117396;1;0.81
25071;1;0.95
15601;1;0.74
151212;1;0.83
33370;1;0.67
188432;1;0.79
193651;1;0.82
62622;1;0.63
86308;1;0.86
17524;1;0.87
160757;1;0.67
199954;1;0.77
266389;0;0.44
201851;1;0.51
36957;1;0.87
181619;1;0.73
276204;1;0.52
158433;1;0.63
146588;0;0.48
22802;1;0.8
136439;1;0.97
222384;0;0.44
219027;1;0.83
89880;1;0.81
223846;1;0.81
220379;0;0.47
63276;0;0.47
12383;1;0.83
17708;1;0.54
185831;1;0.9
242724;1;0.88
83780;1;0.77
65153;1;0.83
103189;1;0.84
172042;1;0.78
131677;1;0.64
77915;1;0.81
226813;1;0.62
50874;1;0.94
56878;1;0.73
656;1;0.77
108862;1;0.92
89549;1;0.6
276183;1;0.52
1791;1;0.86
120489;1;0.79
154374;1;0.84
54316;1;0.89
269879;1;0.77
266163;1;0.94
234219;1;0.66
133925;1;0.9
246940;1;0.63
58948;1;0.54
283486;1;0.98
184256;1;0.83
46070;1;0.63
207928;1;0.87
116827;1;0.86
272520;1;0.92
195839;1;0.83
250969;1;0.7
138903;1;0.77
193068;1;0.55
147524;1;0.79
212212;1;0.83
106221;1;0.81
122781;1;0.85
111428;1;0.6
63122;1;0.77
60893;1;0.83
80588;1;0.58
130625;1;0.87
16233;1;0.78
221198;1;0.67
82774;1;0.66
257077;1;0.83
61318;1;0.72
69718;1;0.95
191424;1;0.61
45831;1;0.84
152668;1;0.67
151500;1;0.9
208224;1;0.85
54076;1;0.83
176400;1;0.69
133357;0;0.47
249767;1;0.84
26261;1;0.78
55847;1;0.81
182070;1;0.73
108466;1;0.58
287254;1;0.87
255109;1;0.81
127913;1;0.76
279762;1;0.8
208684;1;0.55
258667;1;0.63
181938;1;0.86
50277;1;0.58
11574;1;0.59
87782;1;0.78
11484;1;0.84
79810;1;0.89
50469;0;0.4
132582;1;0.72
85599;1;0.79
150585;1;0.68
61473;1;0.86
194482;1;0.57
109649;1;0.8
163230;1;0.72
128188;1;0.64
262463;1;0.74
167468;1;0.86
156075;1;0.71
254616;1;0.96
161466;1;0.75
240414;1;0.88
79262;1;0.95
142924;1;0.73
146265;1;0.88
231102;1;0.86
3304;1;0.82
185480;1;0.91
245358;1;0.89
214551;1;0.53
7825;1;0.89
159452;1;0.8
3779;1;0.86
183811;1;0.87
78427;1;0.83
154707;1;0.82
67169;1;0.93
231527;0;0.39
27948;1;0.75
87204;1;0.74
149471;1;0.79
153927;1;0.57
150348;1;0.73
187697;1;0.66
53758;1;0.7
84271;1;0.79
103859;1;0.71
135758;1;0.75
101167;1;0.53
218125;1;0.91
65213;1;0.88
267260;1;0.89
224160;1;0.73
271599;1;0.8
61068;1;0.68
21640;1;0.86
234228;1;0.69
75658;1;0.84
206690;1;0.83
153304;1;0.74
121560;1;0.88
35361;1;0.88
82414;1;0.64
235856;1;0.88
183606;1;0.79
91071;1;0.82
1903;1;0.69
15543;1;0.6
165520;1;0.62
176733;1;0.63
226081;1;0.94
268791;1;0.7
96575;1;0.53
72846;1;0.79
184179;1;0.64
160279;1;0.8
106014;1;0.72
14148;1;0.55
6796;1;0.8
184227;1;0.66
218190;1;0.65
231399;1;0.72
16055;1;0.57
231253;1;0.75
172975;1;0.74
193047;0;0.44
223835;1;0.78
149596;1;0.66
255284;1;0.59
63370;0;0.39
36794;1;0.85
70154;1;0.68
263953;1;0.79
37029;1;0.84
199515;1;0.78
192746;1;0.76
88492;1;0.74
202620;1;0.9
44702;1;0.51
256495;1;0.54
270458;1;0.61
10196;1;0.85
277587;1;0.56
152993;1;0.85
25931;1;0.59
115621;1;0.87
96545;1;0.72
207323;0;0.45
218837;1;0.88
238992;1;0.95
263410;1;0.82
113199;1;0.77
272940;1;0.82
235806;1;0.59
88290;1;0.56
26634;1;0.74
81889;0;0.43
210352;1;0.83
180731;1;0.75
214620;1;0.85
230499;1;0.79
252351;1;0.94
207319;0;0.5
178318;1;0.53
87775;1;0.87
179050;1;0.69
70201;1;0.88
31925;1;0.78
46139;1;0.57
249321;1;0.61
221286;1;0.85
31864;0;0.36
21070;1;0.91
102679;1;0.62
88812;1;0.78
196881;1;0.82
87801;1;0.82
195467;1;0.92
1281;1;0.9
274285;1;0.86
186318;1;0.88
234982;1;0.7
71435;1;0.88
143188;1;0.54
276067;1;0.92
265380;0;0.4
284266;1;0.81
272231;1;0.59
105445;1;0.87
147588;1;0.64
137819;1;0.86
285842;1;0.92
185864;1;0.87
59616;1;0.83
4355;1;0.77
169115;1;0.66
190985;1;0.63
167275;1;0.92
51739;1;0.67
60035;1;0.87
237475;1;0.93
238807;1;0.65
217154;1;0.92
99091;0;0.48
203249;1;0.8
3672;1;0.88
80543;1;0.74
142570;1;0.83
244310;1;0.76
123332;1;0.62
119493;1;0.92
270778;1;0.9
172032;1;0.73
13627;1;0.82
64209;1;0.75
182696;1;0.62
86123;1;0.84
86275;1;0.81
67503;1;0.86
145198;1;0.89
89813;1;0.61
12857;1;0.93
61357;1;0.86
36369;1;0.55
231171;1;0.76
222922;1;0.83
213515;1;0.85
200834;1;0.81
39830;1;0.88
175447;1;0.87
34673;1;0.95
21514;1;0.86
56500;1;0.95
73978;1;0.91
199784;1;0.8
134788;1;0.92
179138;1;0.71
108260;1;0.69
202770;1;0.81
36014;1;0.94
88125;1;0.96
17600;1;0.86
78422;1;0.6
163599;0;0.5
93159;1;0.93
257207;1;0.83
54170;1;0.64
109203;1;0.86
278386;1;0.86
259472;1;0.9
24189;1;0.81
37278;0;0.35
156227;1;0.72
81751;1;0.9
78877;1;0.8
153624;0;0.39
200995;1;0.82
74746;1;0.72
39723;1;0.94
176574;0;0.46
244922;1;0.89
160821;1;0.55
217279;1;0.7
99454;1;0.86
98666;1;0.87
184699;1;0.9
59822;1;0.86
258237;1;0.89
235634;1;0.8
222788;1;0.87
120872;1;0.86
192358;1;0.67
214954;1;0.87
259085;1;0.63
124831;1;0.72
195556;1;0.83
6700;1;0.79
96026;1;0.76
141019;1;0.82
234880;1;0.81
228539;1;0.84
203719;1;0.79
218243;1;0.87
271345;1;0.68
281685;1;0.87
96182;1;0.82
255308;1;0.86
82640;1;0.77
3790;1;0.58
212852;1;0.77
256239;1;0.8
8630;1;0.85
126306;1;0.9
51977;1;0.93
34045;1;0.83
82212;1;0.66
216282;1;0.76
272062;1;0.62
176573;1;0.51
228347;1;0.7
2546;1;0.87
221921;1;0.81
269108;1;0.93
25179;1;0.68
181993;1;0.79
273416;1;0.71
166295;1;0.72
199803;1;0.76
27767;1;0.59
248239;1;0.82
146439;1;0.89
62524;1;0.83
32141;1;0.8
124954;1;0.9
280166;1;0.88
106707;1;0.7
256052;0;0.46
205088;1;0.82
251425;1;0.75
206976;1;0.83
279387;1;0.87
272269;1;0.8
176341;1;0.74
272526;1;0.87
135785;1;0.82
35965;1;0.72
178845;1;0.87
142203;1;0.78
234105;1;0.82
236469;1;0.7
14692;1;0.75
7939;1;0.93
123699;1;0.91
226215;1;0.76
164806;1;0.87
19166;1;0.95
136593;1;0.72
26673;1;0.82
223998;1;0.82
131088;1;0.95
225920;1;0.92
186220;1;0.82
103780;1;0.74
151851;1;0.8
112763;1;0.69
35252;1;0.9
193514;1;0.85
262102;1;0.82
158822;1;0.86
129282;1;0.84
182349;1;0.59
69963;1;0.53
24924;1;0.7
124995;1;0.74
268430;1;0.91
235097;1;0.83
201946;1;0.83
199467;1;0.73
9641;1;0.65
63942;1;0.57
266758;1;0.85
78135;1;0.89
24372;1;0.91
9407;1;0.87
191453;1;0.77
182527;1;0.86
182180;1;0.74
77987;1;0.6
278615;1;0.67
266507;1;0.88
191526;1;0.84
242306;1;0.8
21708;1;0.96
224526;1;0.52
95040;1;0.69
60738;1;0.65
188363;1;0.84
197823;1;0.76
155444;1;0.58
25197;1;0.89
258824;1;0.88
187752;1;0.64
36250;1;0.66
231640;1;0.84
25201;1;0.76
126607;1;0.92
36142;1;0.8
178491;1;0.83
95083;1;0.71
283120;1;0.7
273100;1;0.81
135837;1;0.84
53665;1;0.9
119048;1;0.77
4447;1;0.53
280064;1;0.89
266527;1;0.76
186603;1;0.78
251193;1;0.91
212580;1;0.85
113687;1;0.64
204660;1;0.8
13195;1;0.89
281003;0;0.42
276993;1;0.7
270357;1;0.78
233935;1;0.77
170052;1;0.78
75252;1;0.9
144855;1;0.51
167532;1;0.81
184613;1;0.8
91248;1;0.92
200166;1;0.9
110423;1;0.66
61324;1;0.86
26062;1;0.57
149962;1;0.75
191848;1;0.83
42910;1;0.77
165576;1;0.96
87804;1;0.88
237724;1;0.63
86025;1;0.69
254731;1;0.58
111853;1;0.74
197902;1;0.89
211653;1;0.55
56084;1;0.75
234029;1;0.75
21549;1;0.77
129811;1;0.76
22943;1;0.84
222594;1;0.85
165831;1;0.93
178260;1;0.95
46144;1;0.64
41324;1;0.92
104763;1;0.66
255998;1;0.94
138437;1;0.67
202625;1;0.86
89051;1;0.97
150680;1;0.78
224482;1;0.99
144975;1;0.83
52209;1;0.56
275963;1;0.82
139165;1;0.66
178875;1;0.76
220337;1;0.94
24975;1;0.72
256323;0;0.47
216558;1;0.71
93082;1;0.72
197012;1;0.82
55106;1;0.95
10944;1;0.88
230966;1;0.86
118802;1;0.52
206335;1;0.78
36885;1;0.83
247692;1;0.71
248955;0;0.47
248139;1;0.84
182102;1;0.82
75436;1;0.84
226606;1;0.78
127858;1;0.78
287129;1;0.74
198765;1;0.71
65477;1;0.92
146558;1;0.82
67490;1;0.69
182991;1;0.92
211779;1;0.85
128955;1;0.79
262190;1;0.72
32855;1;0.85
284035;1;0.79
248930;1;0.77
196803;1;0.84
128858;1;0.87
217472;1;0.9
223058;1;0.7
221151;1;0.83
193554;1;0.8
227600;1;0.65
2235;1;0.85
187493;1;0.76
258109;1;0.91
233337;1;0.82
15965;1;0.61
48937;1;0.68
1085;1;0.63
215798;1;0.8
169505;1;0.68
97602;1;0.55
12032;0;0.49
212138;0;0.44
73171;1;0.89
265322;1;0.81
236953;1;0.79
170499;1;0.67
104180;1;0.58
16770;1;0.76
189958;1;0.94
114636;1;0.76
28836;1;0.61
69589;1;0.65
66467;1;0.57
166215;1;0.86
71394;1;0.85
252686;1;0.79
224531;1;0.61
227032;1;0.8
164308;1;0.72
194195;1;0.62
272786;1;0.82
278392;1;0.71
103581;1;0.74
258678;1;0.68
177588;1;0.87
80318;1;0.89
267072;1;0.83
254908;1;0.73
228209;1;0.85
249449;1;0.83
237215;1;0.62
44669;1;0.84
206194;1;0.73
189306;1;0.65
24173;1;0.84
117841;1;0.82
56318;1;0.79
257779;1;0.58
66519;1;0.92
209651;1;0.83
104120;1;0.84
197366;1;0.6
152014;1;0.63
131607;1;0.55
161885;1;0.79
118712;1;0.75
188452;1;0.66
267700;1;0.75
65522;1;0.73
208788;1;0.85
173248;1;0.84
124476;1;0.88
215559;1;0.85
264271;1;0.9
219770;1;0.88
94874;1;0.8
223051;1;0.56
7441;1;0.9
148569;1;0.81
254732;1;0.89
225824;1;0.72
106342;1;0.63
190055;1;0.62
270554;1;0.92
118098;1;0.9
194546;1;0.74
210160;1;0.77
286616;1;0.96
164209;1;0.8
232244;1;0.91
132769;1;0.92
156602;1;0.83
108627;1;0.53
236186;1;0.94
241945;1;0.6
219571;1;0.86
158692;1;0.78
6657;1;0.75
27256;1;0.91
194245;1;0.84
255747;1;0.86
267391;1;0.74
211318;1;0.93
119413;1;0.84
140209;1;0.88
80024;1;0.85
138343;1;0.81
201485;0;0.5
159856;1;0.57
221470;1;0.88
156536;1;0.78
41625;1;0.63
24925;0;0.38
244805;1;0.83
161968;1;0.57
24592;1;0.89
20521;1;0.67
277545;1;0.57
130000;1;0.77
112401;1;0.74
85550;1;0.54
76437;1;0.78
181537;1;0.8
181477;1;0.62
20075;1;0.8
70015;1;0.76
157356;1;0.85
119075;1;0.78
53563;0;0.45
271117;1;0.9
78239;1;0.94
9044;1;0.67
31032;1;0.78
168564;1;0.94
195132;1;0.85
30672;1;0.69
245039;1;0.88
267177;0;0.49
212342;1;0.6
121023;1;0.6
124688;1;0.87
9822;1;0.53
201767;1;0.83
236942;1;0.87
78552;1;0.73
262110;1;0.94
100358;1;0.61
8367;1;0.58
13426;1;0.7
256814;1;0.85
288003;1;0.58
195905;1;0.63
258954;1;0.93
189413;1;0.62
14969;1;0.81
116669;1;0.85
230248;1;0.82
232958;1;0.56
175464;1;0.9
135659;1;0.79
158598;1;0.9
53351;1;0.6
260639;1;0.68
62414;1;0.84
78026;1;0.6
49264;1;0.91
149504;1;0.53
140771;1;0.63
149741;1;0.59
60944;1;0.68
252615;1;0.78
157236;1;0.7
40200;1;0.99
201359;1;0.59
89756;1;0.86
66632;1;0.76
111890;1;0.66
179870;1;0.75
276225;1;0.81
157528;1;0.87
239223;1;0.75
242868;1;0.74
93344;1;0.77
122474;1;0.69
216683;1;0.94
171606;1;0.87
184073;1;0.92
110454;1;0.85
45382;1;0.55
149624;1;0.68
6411;1;0.61
